"","year","geo_county","pop","pop_w","pop_b","pop_h","pop_pl","pop_w_pl","pop_b_pl","pop_h_pl"
"3242",2012,"uvalde_county",26434,24598,259,18351,7219,6719,95,6275
"3243",2013,"uvalde_county",26578,24714,243,18508,6870,6420,97,6100
"3244",2014,"uvalde_county",26763,24592,103,18699,6166,5938,14,5447
"3245",2015,"uvalde_county",26952,24897,91,18927,5248,5100,17,4654
"3246",2016,"uvalde_county",27055,24350,40,19059,5484,5071,22,5006
"3247",2017,"uvalde_county",27015,24032,62,19158,4735,4288,22,4217
"3248",2018,"uvalde_county",27009,24114,133,19247,4517,4071,24,3907
"3249",2005,"val_verde_county",47533,40962,726,37147,10978,8834,155,9895
"3250",2006,"val_verde_county",47533,40962,726,37147,10978,8834,155,9895
"3251",2007,"val_verde_county",47533,40962,726,37147,10978,8834,155,9895
"3252",2008,"val_verde_county",47533,40962,726,37147,10978,8834,155,9895
"3253",2009,"val_verde_county",47533,40962,726,37147,10978,8834,155,9895
"3254",2010,"val_verde_county",48088,41943,772,38215,11396,9421,251,10289
"3255",2011,"val_verde_county",48434,43261,779,38639,10910,9276,151,9909
"3256",2012,"val_verde_county",48578,44374,677,38989,9918,8846,164,8956
"3257",2013,"val_verde_county",48730,44924,602,39080,10467,9657,110,9453
"3258",2014,"val_verde_county",48999,45322,595,39310,10619,9994,72,9712
"3259",2015,"val_verde_county",48980,45556,534,39377,9738,9210,4,8898
"3260",2016,"val_verde_county",48862,45209,689,39538,9811,9148,14,9071
"3261",2017,"val_verde_county",48976,45317,664,39855,9849,9337,9,9148
"3262",2018,"val_verde_county",49027,45335,760,40086,9408,8854,55,8825
"3263",2005,"van_zandt_county",51874,48081,1804,4848,7412,6341,616,1453
"3264",2006,"van_zandt_county",51874,48081,1804,4848,7412,6341,616,1453
"3265",2007,"van_zandt_county",51874,48081,1804,4848,7412,6341,616,1453
"3266",2008,"van_zandt_county",51874,48081,1804,4848,7412,6341,616,1453
"3267",2009,"van_zandt_county",51874,48081,1804,4848,7412,6341,616,1453
"3268",2010,"van_zandt_county",52362,48973,1531,4648,7405,6569,472,1261
"3269",2011,"van_zandt_county",52483,49140,1370,4813,8216,7336,493,1596
"3270",2012,"van_zandt_county",52507,49242,1250,4877,8825,7914,390,1598
"3271",2013,"van_zandt_county",52515,49213,1363,4989,8477,7634,439,1585
"3272",2014,"van_zandt_county",52605,49142,1363,5115,8863,7932,383,1697
"3273",2015,"van_zandt_county",52736,49121,1275,5251,8787,7728,320,1714
"3274",2016,"van_zandt_county",53070,49480,1379,5316,8244,7340,222,1635
"3275",2017,"van_zandt_county",53607,50119,1441,5510,7489,6680,299,1515
"3276",2018,"van_zandt_county",54368,50558,1423,5741,7688,6523,379,1548
"3277",2005,"victoria_county",86206,64952,4992,36004,12906,8173,837,8687
"3278",2006,"victoria_county",86206,64952,4992,36004,12906,8173,837,8687
"3279",2007,"victoria_county",86206,64952,4992,36004,12906,8173,837,8687
"3280",2008,"victoria_county",86206,64952,4992,36004,12906,8173,837,8687
"3281",2009,"victoria_county",86206,64952,4992,36004,12906,8173,837,8687
"3282",2010,"victoria_county",85813,65261,5149,36847,13863,8562,1016,9552
"3283",2011,"victoria_county",86410,68037,5230,37608,14544,9633,784,10315
"3284",2012,"victoria_county",87188,71237,5499,38323,14430,10122,864,10026
"3285",2013,"victoria_county",88068,72579,5444,38980,14638,10755,843,10487
"3286",2014,"victoria_county",88955,75179,5641,39685,15395,11853,1184,10758
"3287",2015,"victoria_county",90099,77080,5679,40496,14531,11834,1030,10090
"3288",2016,"victoria_county",90989,78863,6034,41372,13166,11274,1122,8836
"3289",2017,"victoria_county",91518,80025,5695,42139,13328,11736,1070,9282
"3290",2018,"victoria_county",91970,80532,5505,42733,13737,11982,1081,9423
"3291",2005,"walker_county",63928,44737,14835,9927,9540,5814,2916,2234
"3292",2006,"walker_county",63928,44737,14835,9927,9540,5814,2916,2234
"3293",2007,"walker_county",63928,44737,14835,9927,9540,5814,2916,2234
"3294",2008,"walker_county",63928,44737,14835,9927,9540,5814,2916,2234
"3295",2009,"walker_county",63928,44737,14835,9927,9540,5814,2916,2234
"3296",2010,"walker_county",66353,47114,14929,10706,10799,6485,3304,2404
"3297",2011,"walker_county",66833,48606,15093,11030,10953,6579,3743,2278
"3298",2012,"walker_county",67447,49370,15263,11351,10525,6646,3273,2345
"3299",2013,"walker_county",68110,50088,15467,11637,12117,7141,4202,2510
"3300",2014,"walker_county",68882,50494,15578,11968,12186,7589,3794,2428
"3301",2015,"walker_county",69330,50814,15735,12242,12642,8132,3837,2743
"3302",2016,"walker_county",69926,51148,16100,12313,12072,7951,3475,2218
"3303",2017,"walker_county",70818,51746,16219,12584,12653,8221,3646,2501
"3304",2018,"walker_county",71539,52337,16475,12787,12881,8565,3564,2837
"3305",2005,"waller_county",35552,23474,9154,8533,6783,3170,2659,2397
"3306",2006,"waller_county",35552,23474,9154,8533,6783,3170,2659,2397
"3307",2007,"waller_county",35552,23474,9154,8533,6783,3170,2659,2397
"3308",2008,"waller_county",35552,23474,9154,8533,6783,3170,2659,2397
"3309",2009,"waller_county",35552,23474,9154,8533,6783,3170,2659,2397
"3310",2010,"waller_county",40831,27132,10094,11090,8395,4572,2982,3525
"3311",2011,"waller_county",41990,28466,10217,11848,7435,3946,2730,3217
"3312",2012,"waller_county",42894,28956,10348,12402,7398,4012,2746,3098
"3313",2013,"waller_county",43836,29819,10736,12749,8289,4124,3414,3260
"3314",2014,"waller_county",44825,31230,10705,13163,7916,4170,3144,2996
"3315",2015,"waller_county",45847,31627,11629,13352,7505,4188,2781,3168
"3316",2016,"waller_county",47049,31581,11946,13657,7986,4512,2788,3611
"3317",2017,"waller_county",48443,31306,12241,14230,7853,3608,3196,3009
"3318",2018,"waller_county",49987,30385,12280,14903,7697,3859,2260,3242
"3319",2005,"ward_county",10297,8558,392,4798,1439,1109,34,704
"3320",2006,"ward_county",10297,8558,392,4798,1439,1109,34,704
"3321",2007,"ward_county",10297,8558,392,4798,1439,1109,34,704
"3322",2008,"ward_county",10297,8558,392,4798,1439,1109,34,704
"3323",2009,"ward_county",10297,8558,392,4798,1439,1109,34,704
"3324",2010,"ward_county",10505,8851,527,4801,1776,1492,44,1110
"3325",2011,"ward_county",10586,9114,585,4940,1458,1313,27,882
"3326",2012,"ward_county",10705,9229,583,5156,2364,2068,33,1509
"3327",2013,"ward_county",10836,9274,605,5299,2158,1827,41,1342
"3328",2014,"ward_county",11011,9480,695,5474,2160,1786,65,1462
"3329",2015,"ward_county",11225,9470,703,5690,1831,1499,72,1155
"3330",2016,"ward_county",11396,9499,608,5856,1873,1528,65,1173
"3331",2017,"ward_county",11498,9681,625,6001,1313,1082,94,888
"3332",2018,"ward_county",11586,9903,569,6131,1494,1313,53,1106
"3333",2005,"washington_county",32152,25058,5772,3816,5029,3265,1570,1548
"3334",2006,"washington_county",32152,25058,5772,3816,5029,3265,1570,1548
"3335",2007,"washington_county",32152,25058,5772,3816,5029,3265,1570,1548
"3336",2008,"washington_county",32152,25058,5772,3816,5029,3265,1570,1548
"3337",2009,"washington_county",32152,25058,5772,3816,5029,3265,1570,1548
"3338",2010,"washington_county",32949,25388,5988,4219,4899,3332,1377,1429
"3339",2011,"washington_county",33261,25756,5981,4409,4545,3186,1218,1383
"3340",2012,"washington_county",33628,26363,6005,4586,4785,3075,1600,1364
"3341",2013,"washington_county",33863,26667,5887,4776,4788,3164,1562,1412
"3342",2014,"washington_county",34039,26600,5969,4909,4635,3049,1507,1490
"3343",2015,"washington_county",34236,26759,5870,5069,4325,2904,1380,1553
"3344",2016,"washington_county",34544,26919,5851,5208,4645,2805,1647,1651
"3345",2017,"washington_county",34667,27017,5911,5372,4298,2799,1319,1672
"3346",2018,"washington_county",34796,26986,5806,5483,4523,2949,1255,1655
"3347",2005,"webb_county",231035,189928,1047,218219,68443,56569,333,66630
"3348",2006,"webb_county",231035,189928,1047,218219,68443,56569,333,66630
"3349",2007,"webb_county",231035,189928,1047,218219,68443,56569,333,66630
"3350",2008,"webb_county",231035,189928,1047,218219,68443,56569,333,66630
"3351",2009,"webb_county",231035,189928,1047,218219,68443,56569,333,66630
"3352",2010,"webb_county",240346,201697,936,229399,70879,59163,519,69261
"3353",2011,"webb_county",245762,213331,1056,234730,74264,64656,604,72530
"3354",2012,"webb_county",250320,233062,765,239295,75397,70407,315,73844
"3355",2013,"webb_county",254829,238320,1099,243371,78784,73425,423,76948
"3356",2014,"webb_county",259471,243573,1003,247596,81776,76754,168,79830
"3357",2015,"webb_county",263251,247970,1037,250899,82307,77661,126,80264
"3358",2016,"webb_county",266006,252215,1045,253982,84134,79909,173,82146
"3359",2017,"webb_county",269624,256620,1089,257482,83702,79593,190,81602
"3360",2018,"webb_county",272053,259619,1168,259797,80742,77334,225,79015
"3361",2005,"wharton_county",40919,29663,6019,14456,6702,4013,1622,3383
"3362",2006,"wharton_county",40919,29663,6019,14456,6702,4013,1622,3383
"3363",2007,"wharton_county",40919,29663,6019,14456,6702,4013,1622,3383
"3364",2008,"wharton_county",40919,29663,6019,14456,6702,4013,1622,3383
"3365",2009,"wharton_county",40919,29663,6019,14456,6702,4013,1622,3383
"3366",2010,"wharton_county",41036,30426,5953,14845,6940,4388,1700,3697
"3367",2011,"wharton_county",41083,31400,6010,15137,7087,4658,1971,3604
"3368",2012,"wharton_county",41153,33091,5931,15443,7499,5140,2007,4053
"3369",2013,"wharton_county",41185,33497,6082,15654,7649,5153,2088,4029
"3370",2014,"wharton_county",41219,34131,5938,15900,7378,4936,2095,3882
"3371",2015,"wharton_county",41264,34195,5936,16171,7178,4592,2257,3413
"3372",2016,"wharton_county",41377,33682,5834,16401,7228,4747,2065,3544
"3373",2017,"wharton_county",41430,33717,5917,16682,7122,4601,2163,3651
"3374",2018,"wharton_county",41551,33749,5971,16983,7182,4713,2015,3857
"3375",2005,"wheeler_county",4763,4162,211,954,746,602,96,338
"3376",2006,"wheeler_county",4763,4162,211,954,746,602,96,338
"3377",2007,"wheeler_county",4763,4162,211,954,746,602,96,338
"3378",2008,"wheeler_county",4763,4162,211,954,746,602,96,338
"3379",2009,"wheeler_county",4763,4162,211,954,746,602,96,338
"3380",2010,"wheeler_county",5235,4549,200,1046,717,504,99,326
"3381",2011,"wheeler_county",5316,4590,210,1073,634,441,86,252
"3382",2012,"wheeler_county",5414,4720,172,1339,690,514,44,345
"3383",2013,"wheeler_county",5526,4869,111,1408,779,596,26,425
"3384",2014,"wheeler_county",5587,4932,98,1460,758,578,0,457
"3385",2015,"wheeler_county",5618,4942,128,1482,862,706,28,468
"3386",2016,"wheeler_county",5642,5004,159,1493,951,780,29,514
"3387",2017,"wheeler_county",5599,4919,162,1485,1056,886,43,544
"3388",2018,"wheeler_county",5482,4820,160,1448,972,835,62,449
"3389",2005,"wichita_county",128464,102115,13588,18960,17289,11801,3704,3766
"3390",2006,"wichita_county",128464,102115,13588,18960,17289,11801,3704,3766
"3391",2007,"wichita_county",128464,102115,13588,18960,17289,11801,3704,3766
"3392",2008,"wichita_county",128464,102115,13588,18960,17289,11801,3704,3766
"3393",2009,"wichita_county",128464,102115,13588,18960,17289,11801,3704,3766
"3394",2010,"wichita_county",130976,104866,13947,20697,18261,13051,3642,3834
"3395",2011,"wichita_county",130835,105437,14038,21262,16498,11828,3102,3819
"3396",2012,"wichita_county",131019,106322,13633,21835,16291,12100,2826,4312
"3397",2013,"wichita_county",131358,106513,13658,22430,18562,13551,3017,5215
"3398",2014,"wichita_county",131802,106782,13843,23084,19832,13785,3594,5809
"3399",2015,"wichita_county",131957,106224,13750,23635,20712,14118,3605,6178
"3400",2016,"wichita_county",132148,105403,13471,24012,21682,14523,3500,6602
"3401",2017,"wichita_county",131778,103188,13589,24423,22027,14196,3708,6417
"3402",2018,"wichita_county",131818,103021,13618,24818,21399,13987,3754,5790
"3403",2005,"wilbarger_county",13725,11094,1394,3463,3335,2278,755,1091
"3404",2006,"wilbarger_county",13725,11094,1394,3463,3335,2278,755,1091
"3405",2007,"wilbarger_county",13725,11094,1394,3463,3335,2278,755,1091
"3406",2008,"wilbarger_county",13725,11094,1394,3463,3335,2278,755,1091
"3407",2009,"wilbarger_county",13725,11094,1394,3463,3335,2278,755,1091
"3408",2010,"wilbarger_county",13637,11249,1274,3365,3026,1927,842,1059
"3409",2011,"wilbarger_county",13548,11182,1149,3431,2657,1922,530,979
"3410",2012,"wilbarger_county",13451,11315,1114,3514,2731,1954,572,933
"3411",2013,"wilbarger_county",13371,11329,1087,3565,2674,1836,563,803
"3412",2014,"wilbarger_county",13265,11225,1096,3635,2562,1797,480,885
"3413",2015,"wilbarger_county",13158,10898,1202,3681,2275,1543,411,694
"3414",2016,"wilbarger_county",13061,10961,1215,3664,2086,1361,433,709
"3415",2017,"wilbarger_county",12972,10533,1092,3710,2091,1481,265,881
"3416",2018,"wilbarger_county",12906,10055,1257,3739,2199,1189,564,855
"3417",2005,"willacy_county",20364,17707,389,17619,8959,8224,0,8353
"3418",2006,"willacy_county",20364,17707,389,17619,8959,8224,0,8353
"3419",2007,"willacy_county",20364,17707,389,17619,8959,8224,0,8353
"3420",2008,"willacy_county",20364,17707,389,17619,8959,8224,0,8353
"3421",2009,"willacy_county",20364,17707,389,17619,8959,8224,0,8353
"3422",2010,"willacy_county",21769,19332,403,18788,8856,8173,0,8205
"3423",2011,"willacy_county",21894,20372,370,18966,8509,8203,10,8016
"3424",2012,"willacy_county",21983,20635,418,19179,7484,7163,36,6982
"3425",2013,"willacy_county",22039,20963,349,19250,7899,7738,20,7506
"3426",2014,"willacy_county",22056,20837,376,19279,7447,7208,18,7194
"3427",2015,"willacy_county",22002,20856,363,19254,7604,7342,33,7201
"3428",2016,"willacy_county",21944,21113,151,19270,7371,7100,24,6846
"3429",2017,"willacy_county",21839,20950,159,19208,7157,6883,17,6586
"3430",2018,"willacy_county",21754,20888,146,19170,6657,6378,17,6019
"3431",2005,"williamson_county",372438,298890,22651,77631,22792,14992,2516,8641
"3432",2006,"williamson_county",372438,298890,22651,77631,22792,14992,2516,8641
"3433",2007,"williamson_county",372438,298890,22651,77631,22792,14992,2516,8641
"3434",2008,"williamson_county",372438,298890,22651,77631,22792,14992,2516,8641
"3435",2009,"williamson_county",372438,298890,22651,77631,22792,14992,2516,8641
"3436",2010,"williamson_county",391715,314977,23641,87805,25149,17429,2212,10188
"3437",2011,"williamson_county",409913,331485,25828,93711,25757,18190,2318,10968
"3438",2012,"williamson_county",426296,348720,27063,98808,28693,20136,3837,10951
"3439",2013,"williamson_county",441445,362524,27679,103400,30651,22277,3906,12019
"3440",2014,"williamson_county",457218,377874,28689,108082,34223,25693,4113,12989
"3441",2015,"williamson_county",473592,388958,30157,112691,35014,26422,4618,13238
"3442",2016,"williamson_county",490619,400363,30836,116943,35045,26659,4558,12252
"3443",2017,"williamson_county",508313,410592,31408,122387,35067,27174,3566,12943
"3444",2018,"williamson_county",527057,422753,33244,128133,35189,27068,3921,12870
"3445",2005,"wilson_county",39033,32473,891,14743,3602,2081,137,2389
"3446",2006,"wilson_county",39033,32473,891,14743,3602,2081,137,2389
"3447",2007,"wilson_county",39033,32473,891,14743,3602,2081,137,2389
"3448",2008,"wilson_county",39033,32473,891,14743,3602,2081,137,2389
"3449",2009,"wilson_county",39033,32473,891,14743,3602,2081,137,2389
"3450",2010,"wilson_county",41264,34721,718,15713,3642,2368,92,2441
"3451",2011,"wilson_county",42222,36059,811,16120,4221,2979,118,2878
"3452",2012,"wilson_county",42999,37824,703,16558,4511,3283,144,2727
"3453",2013,"wilson_county",43753,39229,683,16859,4951,4001,129,3261
"3454",2014,"wilson_county",44609,40694,701,17210,4988,4408,94,3055
"3455",2015,"wilson_county",45509,42489,734,17637,4783,4390,101,2956
"3456",2016,"wilson_county",46444,43615,647,17999,4795,4412,114,2939
"3457",2017,"wilson_county",47205,44176,659,18488,4705,4194,89,2979
"3458",2018,"wilson_county",48198,44891,708,18995,4966,4296,174,2616
"3459",2005,"winkler_county",6583,5652,60,3314,1312,993,0,821
"3460",2006,"winkler_county",6583,5652,60,3314,1312,993,0,821
"3461",2007,"winkler_county",6583,5652,60,3314,1312,993,0,821
"3462",2008,"winkler_county",6583,5652,60,3314,1312,993,0,821
"3463",2009,"winkler_county",6583,5652,60,3314,1312,993,0,821
"3464",2010,"winkler_county",6933,6011,60,3525,1104,978,0,705
"3465",2011,"winkler_county",7039,6202,198,3662,1073,976,0,694
"3466",2012,"winkler_county",7137,6393,201,3854,1078,960,6,635
"3467",2013,"winkler_county",7260,6455,189,4004,909,751,7,646
"3468",2014,"winkler_county",7404,6525,196,4148,867,731,6,588
"3469",2015,"winkler_county",7576,6691,251,4307,1040,925,7,683
"3470",2016,"winkler_county",7723,6864,300,4516,1319,1118,5,845
"3471",2017,"winkler_county",7777,6912,293,4619,1378,1147,0,879
"3472",2018,"winkler_county",7802,6884,357,4689,1272,1188,0,775
"3473",2005,"wise_county",57615,52189,763,8391,4934,4074,31,1378
"3474",2006,"wise_county",57615,52189,763,8391,4934,4074,31,1378
"3475",2007,"wise_county",57615,52189,763,8391,4934,4074,31,1378
"3476",2008,"wise_county",57615,52189,763,8391,4934,4074,31,1378
"3477",2009,"wise_county",57615,52189,763,8391,4934,4074,31,1378
"3478",2010,"wise_county",58054,53265,499,9165,5541,4920,0,1656
"3479",2011,"wise_county",58703,53987,700,9664,5734,5258,12,1969
"3480",2012,"wise_county",59351,55418,610,10079,6261,5642,25,1971
"3481",2013,"wise_county",59894,56411,645,10459,6357,5896,19,2108
"3482",2014,"wise_county",60413,57106,656,10789,6058,5761,25,1581
"3483",2015,"wise_county",61243,57727,727,11152,7015,6660,19,2098
"3484",2016,"wise_county",62089,58788,729,11425,7599,7319,20,2715
"3485",2017,"wise_county",63247,59315,756,11859,8042,7849,16,2983
"3486",2018,"wise_county",64639,60340,827,12300,7923,7705,59,3045
"3487",2005,"wood_county",42104,38353,2180,3266,5603,5108,66,847
"3488",2006,"wood_county",42104,38353,2180,3266,5603,5108,66,847
"3489",2007,"wood_county",42104,38353,2180,3266,5603,5108,66,847
"3490",2008,"wood_county",42104,38353,2180,3266,5603,5108,66,847
"3491",2009,"wood_county",42104,38353,2180,3266,5603,5108,66,847
"3492",2010,"wood_county",41625,38011,1954,3272,5470,4833,84,1050
"3493",2011,"wood_county",41840,38183,2047,3410,5879,4849,399,945
"3494",2012,"wood_county",41927,38267,2057,3537,6323,5458,326,878
"3495",2013,"wood_county",42089,38336,2006,3701,5897,4998,349,833
"3496",2014,"wood_county",42431,38654,2066,3875,5948,5178,335,772
"3497",2015,"wood_county",42712,38551,2044,3998,6073,5257,387,675
"3498",2016,"wood_county",43198,38697,2259,4061,5556,4823,383,636
"3499",2017,"wood_county",43315,38855,2435,4167,5580,4710,488,851
"3500",2018,"wood_county",43815,39245,2378,4313,6019,5055,532,1145
"3501",2005,"yoakum_county",7453,6302,119,4012,1513,1220,28,1140
"3502",2006,"yoakum_county",7453,6302,119,4012,1513,1220,28,1140
